Death Agency Number,URSUS Agency Name,Primary Name,Alternate URSUS Name,NCIC,ORI,Related County,Complaint Agency Name,gdrive_folder_name,Agency Website,CRP pra Agency name,MuckRock Agency ID,Agency Type (string),Post Name,Complaint Year,County,Complaint Type,Complaint Count,Alternate Name,resourceid,AGENCY_NAME
,,Santa Clara County Office of the District Attorney,,6343,CA043013A,Santa Clara County,Santa Clara Co. District Attorney,Santa Clara County District Attorney,"{""url"": ""https://da.santaclaracounty.gov/home"", ""url_label"": """"}",Santa Clara County District Attorney,7509.0,District Attorney,"SANTA CLARA CO DA-WELFARE, SANTA CLARA CO DA-WELFARE FRD, SANTA CLARA CO DA, SIERRA COLLEGE PD",,Santa Clara,,,,684b4a92-9861-4727-bedc-36e9a8970f78,SANTA CLARA COUNTY DISTRICT ATTORNEYS OFFICE
,Santa Clara County Probation Department,Santa Clara County Probation Department,,6844,CA043013G,Santa Clara County,Santa Clara County Probation Department,Santa Clara County Probation,,Santa Clara County Probation Department,19557.0,Probation Department,,,,,,,df5801ae-bf79-4d3b-8add-bf686e996d76,SANTA CLARA COUNTY PROBATION DEPARTMENT
,,Campbell Police Department,,4302,CA0430200,Santa Clara County,Campbell Police Department,Campbell Police Department,"{""url"": ""https://www.campbellca.gov/1030/Police-Department"", ""url_label"": """"}",Campbell Police Department,18559.0,Police Department,CAMPBELL PD,,Santa Clara,,,,c1ce8770-b7b1-4613-985a-5199c5a66d2b,CAMPBELL PD
,,Gilroy Police Department,,4304,CA0430400,Santa Clara County,Gilroy Police Department,Gilroy Police Department,"{""url"": ""https://www.cityofgilroy.org/151/Police-Department"", ""url_label"": """"}",Gilroy Police Department,19464.0,Police Department,GILROY PD,,Santa Clara,,,,81590e88-cbf2-40a1-a7f0-34593f14da1e,GILROY PD
,,Los Altos Police Department,,4305,CA0430500,Santa Clara County,Los Altos Police Department,Los Altos Police Department,"{""url"": ""https://www.losaltosca.gov/police"", ""url_label"": """"}",Los Altos Police Department,8876.0,Police Department,LOS ALTOS PD,,Santa Clara,,,,fad919b6-b14f-4696-a6bc-553d374c19a9,LOS ALTOS PD
,,,,,CA0430700,,,,,,,,,,,,,,,LOS GATOS PD
,,Milpitas Police Department,,4308,CA0430800,Santa Clara County,Milpitas Police Department,Milpitas Police Department,"{""url"": ""https://www.milpitas.gov/1101/Police"", ""url_label"": """"}",Milpitas Police Department,19507.0,Police Department,MILPITAS PD,,Santa Clara,,,,f153c48a-9fa8-483b-9f45-b211efc6c02e,MILPITAS PD
,,,,,CA0430900,,,,,,,,,,,,,,,LOS GATOS PD-MONTE SERENO
,,Morgan Hill Police Department,,4310,CA0431000,Santa Clara County,Morgan Hill Police Department,Morgan Hill Police Department,"{""url"": ""https://www.morganhill.ca.gov/129/Police-Department"", ""url_label"": """"}",Morgan Hill Police Department,19513.0,Police Department,MORGAN HILL PD,"2018-01, 2018-01",Santa Clara,"Gender Sustained, Physical Disability Sustained","1, 1",,2ecade29-afbc-4023-a5bc-896be9ac3cbb,MORGAN HILL PD
,,Mountain View Police Department,,4311,CA0431100,Santa Clara County,Mountain View Police Department,Mountain View Police Department,"{""url"": ""https://www.mountainview.gov/our-city/departments/police"", ""url_label"": """"}",Mountain View Police Department,14668.0,Police Department,MOUNTAIN VIEW PD,,Santa Clara,,,,9426bd88-a8f7-458b-aeb8-dfb0cc7b4d30,MOUNTAIN VIEW PD
,,Palo Alto Police Department,,4312,CA0431200,Santa Clara County,Palo Alto Police Department,Palo Alto Police Department,"{""url"": ""https://www.cityofpaloalto.org/Departments/Police"", ""url_label"": """"}",Palo Alto Police Department,404.0,Police Department,PALO ALTO PD,,Santa Clara,,,,ea2a4dfb-2f2e-49ad-ae90-e3a0f4a1b38f,PALO ALTO PD
,,San Jose Police Department,,4313,CA0431300,Santa Clara County,San Jose Police Department,San Jose Police Department,"{""url"": ""https://www.sjpd.org/"", ""url_label"": """"}",San Jose Police Department,670.0,Police Department,SAN JOSE PD,,Santa Clara,,,,bd4c3e89-ad57-4f34-860e-ad89a48ec5ee,SAN JOSE PD
,,Santa Clara Police Department,,4314,CA0431400,Santa Clara County,Santa Clara Police Department,Santa Clara Police Department,"{""url"": ""https://www.santaclaraca.gov/our-city/departments-g-z/police-department"", ""url_label"": """"}",Santa Clara Police Department,5048.0,Police Department,SANTA CLARA PD,,Santa Clara,,,,0a91cf73-5e69-4beb-80d0-0d77cb2daec9,SANTA CLARA PD
,,Sunnyvale Police Department,,4316,CA0431600,Santa Clara County,Sunnyvale Police Department,Sunnyvale Police Department,"{""url"": ""https://www.sunnyvale.ca.gov/your-government/departments/public-safety"", ""url_label"": """"}",Sunnyvale Department of Public Safety,9569.0,Police Department,SUNNYVALE DPS,,Santa Clara,,,,71f456ad-dfa5-41af-bdfc-7f7c286c9773,SUNNYVALE DPS
,,CSU San Jose Police,,4317,CA0431700,Santa Clara County,"CSU San Jose, University Police",CSU San Jose Police Department,"{""url"": ""https://www.sjsu.edu/police/"", ""url_label"": """"}",CSU San Jose Police,19790.0,CSU,CSU SAN JOSE PD,2017-01,Santa Clara,Race Ethnicity Sustained,1,,82dd71b5-0d75-42f3-9000-2d1ed5978e64,CSU SAN JOSE PD
,,Foothill-De Anza College District Police Department,,4327,CA0432700,Santa Clara County,Foothill-DeAnza College PD,Foothill-De Anza College District Police Department,"{""url"": ""https://police.fhda.edu/"", ""url_label"": """"}",Foothill-De Anza College District Police Department,19793.0,Community College,FOOTHILL-DEANZA CCD PD,,Santa Clara,,,,983d5ba8-df26-4d5b-b611-3aca1cff0d87,FOOTHILL-DE ANZA CC PD
,,,,,CA0433400,,,,,,,,,,,,,,,SAN JOSE EVERGREEN CC PD
,,West Valley-Mission Community College District Police Department,,4321,CA0433700,"Santa Clara County, Santa Cruz County",West Valley -Mission College  PD,West Valley-Mission Community College District Police Department,"{""url"": ""https://www.wvm.edu/services/police/index.html"", ""url_label"": """"}",West Valley-Mission Community College District Police Department,19886.0,Community College,WEST VALLEY CCD PD,,"Santa Clara, Santa Cruz",,,,953b1aaf-56cc-43b5-a5d3-810682f5c3dd,WEST VALLEY-MISSION CC PD
,,Santa Cruz County Sheriff,,4400,CA0440000,Santa Cruz County,Santa Cruz County Sheriff's Department,Santa Cruz County Sheriff,"{""url"": ""https://shf.santacruzcountyca.gov/"", ""url_label"": """"}",Santa Cruz County Sheriff,5050.0,Sheriff,"SANTA CRUZ CO SD, SANTA CRUZ CO SO",,Santa Cruz,,,,9572078d-66bd-47a1-9b7a-a9ea3b3c46c9,SANTA CRUZ SD
,,Capitola Police Department,,4401,CA0440100,Santa Cruz County,Capitola Police Department,Capitola Police Department,"{""url"": ""https://www.cityofcapitola.org/police"", ""url_label"": """"}",Capitola Police Department,19738.0,Police Department,CAPITOLA PD,,Santa Cruz,,,,ad2cf759-cb04-4eac-8fb5-8cdf87b19534,CAPITOLA PD
,,,,,CA044013G,,,,,,,,,,,,,,,SANTA CRUZ CO PROBATION DEPARTMENT
,,Santa Cruz Police Department,,4402,CA0440200,Santa Cruz County,Santa Cruz Police Department,Santa Cruz Police Department,"{""url"": ""https://www.cityofsantacruz.com/government/city-departments/police"", ""url_label"": """"}",Santa Cruz Police Department,7370.0,Police Department,SANTA CRUZ PD,2019-01,Santa Cruz,Race Ethnicity Sustained,1,,939b6ffa-838d-4316-9da6-9c3b95ab5348,SANTA CRUZ PD
,,Watsonville Police Department,,4403,CA0440300,Santa Cruz County,Watsonville Police Department,Watsonville Police Department,"{""url"": ""https://www.watsonville.gov/2324/Police"", ""url_label"": """"}",Watsonville Police Department,19597.0,Police Department,WATSONVILLE PD,,Santa Cruz,,,,73cf039e-6199-401e-81a6-19a37a035d21,WATSONVILLE PD
,,Scotts Valley Police Department,,4404,CA0440400,Santa Cruz County,Scotts Valley Police Department,Scotts Valley Police Department,"{""url"": ""https://www.scottsvalley.gov/431/Police-Department"", ""url_label"": """"}",Scotts Valley Police Department,19560.0,Police Department,SCOTTS VALLEY PD,,Santa Cruz,,,,1d7c0ee5-bf2c-4fd0-aa3f-8aed174b7088,SCOTTS VALLEY PD
,,UC Santa Cruz Police Department,,4497,CA0449700,Santa Cruz County,"UC Santa Cruz, University Police",UC Santa Cruz Police Department,"{""url"": ""https://police.ucsc.edu/"", ""url_label"": """"}",UC Santa Cruz Police Department,19811.0,UC,UC SANTA CRUZ PD,,Santa Cruz,,,,17919184-8426-42c2-952d-4f0f65b498bf,UC SANTA CRUZ
,,Shasta County Sheriff,,4500,CA0450000,Shasta County,Shasta County Sheriff's Department,Shasta County Sheriff,"{""url"": ""https://www.shastacounty.gov/sheriff"", ""url_label"": """"}",Shasta County Sheriff,11161.0,Sheriff,"SHASTA CO SD, SHASTA CO SO",,Shasta,,,,3555a264-d02f-4ade-8e1f-d499bddeafdc,SHASTA SD
,,Anderson Police Department,,4501,CA0450100,Shasta County,Anderson Police Department,Anderson Police Department,"{""url"": ""https://www.ci.anderson.ca.us/departments/police/index.php"", ""url_label"": """"}",Anderson Police Department,19448.0,Police Department,ANDERSON PD,,Shasta,,,,e811fdaf-64e0-4f40-a0db-5e87687095f2,ANDERSON PD
,,Shasta County District Attorney,,6345,CA045013A,Shasta County,Shasta County District Attorney,Shasta County District Attorney,"{""url"": ""https://www.shastacounty.gov/district-attorney"", ""url_label"": """"}",Shasta County District Attorney,18105.0,District Attorney,SHASTA CO DA,,Shasta,,,,e166e995-d3fa-4845-85b8-71ba4459b1ce,
,,,,,CA045013G,,,,,,,,,,,,,,,SHASTA COUNTY PROBATION DEPARTMENT
,,Redding Police Department,,4502,CA0450200,Shasta County,Redding Police Department,Redding Police Department,"{""url"": ""https://www.cityofredding.gov/government/departments/police/index.php"", ""url_label"": """"}",Redding Police Department,19532.0,Police Department,REDDING PD,,Shasta,,,,b13e9af3-5b6d-45ad-b90b-6a0ae3ae22ba,REDDING PD
,,,,,CA045023A,,,,,,,,,,,,,,,SHASTA CO DISTRICT ATTORNEYS OFFICE
,,,,,CA0459100,,,,,,,,,,,,,,,SHASTA CO MARSHALS OFFICE
,,Sierra County Sheriff,,4600,CA0460000,Sierra County,Sierra County Sheriff's Department,Sierra County Sheriff,"{""url"": ""https://www.sierracounty.ca.gov/298/Sheriff-Coroner"", ""url_label"": """"}",Sierra County Sheriff,14301.0,Sheriff,SIERRA CO SHERIFF'S OFFICE,,Sierra,,,,cbac9776-f2f2-4c1d-a896-d0d0c6384637,SIERRA SD
,,,,,CA046013G,,,,,,,,,,,,,,,SIERRA CO PROBATION DEPARTMENT
,,Siskiyou County Sheriff,,4700,CA0470000,Siskiyou County,Siskiyou Sheriff's Department,Siskiyou County Sheriff,"{""url"": ""https://www.co.siskiyou.ca.us/sheriff"", ""url_label"": """"}",Siskiyou County Sheriff,11170.0,Sheriff,SISKIYOU CO SD,,Siskiyou,,,,ed2d8467-331b-4101-a76b-20c2d9e0829f,SISKIYOU SD
,,,,,CA047013A,,,,,,,,,,,,,,,SISKIYOU CO DISTRICT ATTORNEYS OFFICE
,,Siskiyou County Probation Department,,6848,CA047013G,Siskiyou County,Siskiyou County Probation Department,Siskiyou County Probation Department,"{""url"": ""https://www.co.siskiyou.ca.us/probation"", ""url_label"": """"}",Siskiyou County Probation Department,19567.0,Probation Department,,,Siskiyou,,,,2337799d-b324-4cc2-a77d-645fe14a6c04,SISKIYOU CO PROBATION DEPARTMENT
,,Siskiyou County District Attorney,,6347,CA047023A,Siskiyou County,Siskiyou County District Attorney,Siskiyou County District Attorney,"{""url"": ""https://www.co.siskiyou.ca.us/district-attorney"", ""url_label"": """"}",Siskiyou County District Attorney,18107.0,District Attorney,SISKIYOU CO DA,,Siskiyou,,,,ca80f3e8-7de9-4fed-9c3e-bfbc91c9fabd,
,,Etna Police Department,,4703,CA0470300,Siskiyou County,Etna Police Department,Etna Police Department,"{""url"": ""https://www.etnaca.com/police/"", ""url_label"": """"}",Etna Police Department,19609.0,Police Department,ETNA PD,,Siskiyou,,,,b89863e7-87ce-4273-aaa6-9c30ab264055,
,,Mt. Shasta Police Department,,4706,CA0470600,Siskiyou County,Mount Shasta Police Department,Mt. Shasta Police Department,"{""url"": ""https://www.mtshastaca.gov/police"", ""url_label"": """"}",Mt. Shasta Police Department,19624.0,Police Department,MOUNT SHASTA PD,,Siskiyou,,,,86cc9a48-f7be-4f90-98fd-315813871b4d,MT SHASTA PD
,,Tulelake Police Department,,4707,CA0470700,Siskiyou County,Tulelake Police Department,Tulelake Police Department,"{""url"": ""https://cityoftulelake.com/police-department/"", ""url_label"": """"}",Tulelake Police Department,19612.0,Police Department,TULELAKE PD,,Siskiyou,,,,0ba01309-0492-40a5-be48-7264f2201f88,
,,Weed Police Department,,4708,CA0470800,Siskiyou County,Weed Police Department,Weed Police Department,"{""url"": ""https://www.ci.weed.ca.us/page/police"", ""url_label"": """"}",Weed Police Department,19611.0,Police Department,WEED PD,,Siskiyou,,,,05dd72ee-26d6-4a6e-9362-919d43389d83,WEED PD
,,Yreka Police Department,,4709,CA0470900,Siskiyou County,Yreka Police Department,Yreka Police Department,"{""url"": ""https://ci.yreka.ca.us/153/Police-Department"", ""url_label"": """"}",Yreka Police Department,19627.0,Police Department,YREKA PD,,Siskiyou,,,,397bdd2d-5cad-4058-ae86-2cc0b1efcee3,YREKA PD
,,Lake Shastina Police Department,,4710,CA0471000,Siskiyou County,Lake Shastina Police Department,Lake Shastina Police Department,"{""url"": ""https://lakeshastinapolice.com/"", ""url_label"": """"}",Lake Shastina Police Department,19922.0,Police Department,LAKE SHASTINA DISTRICT PD,,Siskiyou,,,,1ad07570-2d8c-4fea-a0f6-ddd219b4c35e,LAKE SHASTINA PD
,,Solano County Sheriff,,4800,CA0480000,Solano County,Solano County Sheriff's Department,Solano County Sheriff,"{""url"": ""https://www.solanocounty.com/depts/sheriff/default.asp"", ""url_label"": """"}",Solano County Sheriff,11158.0,Sheriff,"SOLANO CO SD, SOLANO CO SO","2023-01, 2020-01",Solano,"Gender Identity Expression Sustained, Race Ethnicity Sustained","1, 1",,7c362956-e6a8-4a19-b1c8-166dcb8f25db,SOLANO SD
,,Benicia Police Department,,4801,CA0480100,Solano County,Benicia Police Department,Benicia Police Department,"{""url"": ""https://www.ci.benicia.ca.us/police"", ""url_label"": """"}",Benicia Police Department,19519.0,Police Department,BENICIA PD,,Solano,,,,dd5efba9-00ae-4f4b-999e-0bb628b1b1e6,BENICIA PD
,,Solano County District Attorney,,6348,CA048013A,Solano County,Solano County District Attorney,Solano County District Attorney,"{""url"": ""https://www.solanocounty.com/depts/da/"", ""url_label"": """"}",Solano County District Attorney,17957.0,District Attorney,SOLANO CO DA,,Solano,,,,d21ba37d-b18d-4b1d-b422-f587aab2f190,SOLANO COUNTY DA
,,,,,CA048013G,,,,,,,,,,,,,,,SOLANO CO PROBATION DEPARTMENT
,,Dixon Police Department,,4802,CA0480200,Solano County,Dixon Police Department,Dixon Police Department,"{""url"": ""https://www.dixonpoliceca.gov/"", ""url_label"": """"}",Dixon Police Department,19447.0,Police Department,DIXON PD,,Solano,,,,4bb6bab4-fe67-46bc-b649-81e570eeb1cd,DIXON PD
,,Fairfield Police Department,,4803,CA0480300,Solano County,Fairfield Police Department,Fairfield Police Department,"{""url"": ""https://www.fairfield.ca.gov/government/city-departments/police"", ""url_label"": """"}",Fairfield Police Department,9084.0,Police Department,FAIRFIELD PD,2020-01,Solano,Race Ethnicity Sustained,1,,05a97e54-02b5-4af5-8dd8-fe2e05f7b5f1,FAIRFIELD PD
,,Rio Vista Police Department,,4804,CA0480400,Solano County,Rio Vista Police Department,Rio Vista Police Department,"{""url"": ""https://www.riovistacity.com/police"", ""url_label"": """"}",Rio Vista Police Department,19534.0,Police Department,RIO VISTA PD,,Solano,,,,22687fda-ea16-479d-a3c7-8d25a644ae99,
,,Suisun City Police Department,,4805,CA0480500,Solano County,Suisun City Police Department,Suisun City Police Department,"{""url"": ""https://police.suisun.com/Home"", ""url_label"": """"}",Suisun City Police Department,5390.0,Police Department,SUISUN CITY PD,,Solano,,,,4179a8d9-7564-449e-8635-5d93f973e49e,SUISUN CITY PD
,,Vacaville Police Department,,4806,CA0480600,Solano County,Vacaville Police Department,Vacaville Police Department,"{""url"": ""https://www.cityofvacaville.gov/government/police-department"", ""url_label"": """"}",Vacaville Police Department,5389.0,Police Department,VACAVILLE PD,,Solano,,,,0d2fe769-1658-40f6-9bc1-aae8ff3829b9,VACAVILLE PD
,,Vallejo Police Department,,4807,CA0480700,Solano County,Vallejo Police Department,Vallejo Police Department,"{""url"": ""https://www.vallejopd.net/"", ""url_label"": """"}",Vallejo Police Department,4274.0,Police Department,VALLEJO PD,,Solano,,,,d4de3f3e-995d-42b4-874e-b797ecbc724c,VALLEJO PD
,,CSU Maritime Police Department,,,CA0481500,Solano County,,CSU Maritime Police Department,"{""url"": ""https://www.csum.edu/police-department/index.html"", ""url_label"": """"}",CSU Maritime Police Department,19951.0,CSU,CSU CAL MARITIME ACADEMY PD,,Solano,,,,ddbf15cd-c5a2-45a7-a588-1524ffca97bf,CAL MARITIME PD
,,Sonoma County Sheriff,,4900,CA0490000,Sonoma County,Sonoma County Sheriff's Department,Sonoma County Sheriff,"{""url"": ""https://www.sonomasheriff.org/"", ""url_label"": """"}",Sonoma County Sheriff,4695.0,Sheriff,SONOMA CO SHERIFF'S OFFICE,2019-01,Sonoma,Mental Disability Sustained,1,,9e152a8b-fdbd-497d-8f61-ff6bd2314cf1,SONOMA SD
,,Cloverdale Police Department,,4901,CA0490100,Sonoma County,Cloverdale Police Department,Cloverdale Police Department,"{""url"": ""https://cloverdale.net/78/Police"", ""url_label"": """"}",Cloverdale Police Department,19732.0,Police Department,CLOVERDALE PD,,Sonoma,,,,b285f682-e0c9-4d09-bd86-1f6abdeed78f,CLOVERDALE PD
,,Sonoma County District Attorney,,6349,CA049013A,Sonoma County,Sonoma County District Attorney,Sonoma County District Attorney,"{""url"": ""https://da.sonomacounty.ca.gov/"", ""url_label"": """"}",Sonoma County District Attorney,18060.0,District Attorney,SONOMA CO DA,,Sonoma,,,,b520f6d2-ef0c-4b93-8889-2ad6cb373fb0,SONOMA CO DISTRICT ATTORNEYS OFFICE
,,Sonoma County Probation Department,,6850,CA049013G,Sonoma County,Sonoma County Probation Department,Sonoma County Probation Department,"{""url"": ""https://sonomacounty.ca.gov/justice-services/probation"", ""url_label"": """"}",Sonoma County Probation Department,19570.0,Probation Department,,,Sonoma,,,,d939a478-2719-4265-8a40-097d185d4c75,SONOMA CO PROBATION
,,Cotati Police Department,,4902,CA0490200,Sonoma County,Cotati Police Department,Cotati Police Department,"{""url"": ""https://www.costamesaca.gov/government/departments-and-divisions/police"", ""url_label"": """"}",Cotati Police Department,19725.0,Police Department,COTATI PD,,Sonoma,,,,892832f8-49f2-4ce2-b75d-f0c743c15875,COTATI PD
,,Healdsburg Police Department,,4903,CA0490300,Sonoma County,Healdsburg Police Department,Healdsburg Police Department,"{""url"": ""https://www.ci.healdsburg.ca.us/149/Police"", ""url_label"": """"}",Healdsburg Police Department,19471.0,Police Department,HEALDSBURG PD,,Sonoma,,,,b05cec4a-7d85-4185-a6b7-6b14cfcba01f,HEALDSBURG PD
